# ACTS Test Suite Generation: Tue May 17 13:07:45 CST 2022
#  '*' represents don't care value 
# Degree of interaction coverage: 3
# Number of parameters: 7
# Maximum number of values per parameter: 11
# Number of configurations: 1066
bookingType,date1,origin1,destination1,date2,origin2,destination2
multi_trip,8,Dalian,Paris,8,Paris,Beijing
multi_trip,10,Shanghai,Paris,10,Paris,Beijing
multi_trip,6,Dalian,Beijing,9,Beijing,Shanghai
multi_trip,8,Singapore,Beijing,10,Beijing,Shanghai
multi_trip,10,Nanjing,Beijing,10,Beijing,Shanghai
multi_trip,10,Paris,Nanjing,10,Nanjing,Shanghai
multi_trip,8,Nanjing,Dalian,8,Dalian,Shanghai
multi_trip,9,Tokyo,Dalian,9,Dalian,Shanghai
multi_trip,10,London,Dalian,10,Dalian,Shanghai
multi_trip,6,London,Tokyo,6,Tokyo,Shanghai
multi_trip,7,Singapore,Tokyo,8,Tokyo,Shanghai
multi_trip,8,Paris,Tokyo,10,Tokyo,Shanghai
multi_trip,9,Paris,Tokyo,9,Tokyo,Shanghai
multi_trip,5,London,Singapore,5,Singapore,Shanghai
multi_trip,8,Beijing,Singapore,8,Singapore,Shanghai
multi_trip,9,Paris,Singapore,9,Singapore,Shanghai
round_trip,10,Shanghai,Singapore,10,Singapore,Shanghai
multi_trip,6,Paris,London,6,London,Shanghai
multi_trip,8,Dalian,London,8,London,Shanghai
multi_trip,9,Beijing,London,9,London,Shanghai
multi_trip,10,Tokyo,London,10,London,Shanghai
multi_trip,5,Tokyo,Paris,5,Paris,Shanghai
round_trip,7,Shanghai,Paris,9,Paris,Shanghai
multi_trip,9,Nanjing,Paris,10,Paris,Shanghai
multi_trip,10,Singapore,Paris,10,Paris,Shanghai
multi_trip,6,London,Beijing,6,Beijing,Nanjing
multi_trip,8,Shanghai,Beijing,9,Beijing,Nanjing
multi_trip,9,Tokyo,Beijing,9,Beijing,Nanjing
round_trip,7,Nanjing,Shanghai,9,Shanghai,Nanjing
multi_trip,9,Singapore,Shanghai,10,Shanghai,Nanjing
multi_trip,10,Dalian,Shanghai,10,Shanghai,Nanjing
multi_trip,10,Tokyo,Dalian,10,Dalian,Nanjing
round_trip,8,Nanjing,Tokyo,9,Tokyo,Nanjing
multi_trip,9,Dalian,Tokyo,10,Tokyo,Nanjing
multi_trip,10,Paris,Tokyo,10,Tokyo,Nanjing
multi_trip,6,Tokyo,Singapore,8,Singapore,Nanjing
multi_trip,8,London,Singapore,10,Singapore,Nanjing
multi_trip,9,London,Singapore,10,Singapore,Nanjing
multi_trip,10,Beijing,Singapore,10,Singapore,Nanjing
multi_trip,7,Shanghai,London,7,London,Nanjing
round_trip,10,Nanjing,London,10,London,Nanjing
multi_trip,5,Singapore,Paris,5,Paris,Nanjing
multi_trip,7,Beijing,Paris,9,Paris,Nanjing
multi_trip,8,London,Paris,10,Paris,Nanjing
multi_trip,9,Beijing,Paris,10,Paris,Nanjing
multi_trip,10,Shanghai,Paris,10,Paris,Nanjing
multi_trip,5,Nanjing,Beijing,5,Beijing,Dalian
multi_trip,8,Paris,Beijing,10,Beijing,Dalian
multi_trip,9,London,Beijing,9,Beijing,Dalian
round_trip,10,Dalian,Beijing,10,Beijing,Dalian
multi_trip,8,Tokyo,Shanghai,8,Shanghai,Dalian
multi_trip,9,Paris,Shanghai,9,Shanghai,Dalian
multi_trip,10,Singapore,Shanghai,10,Shanghai,Dalian
round_trip,6,Dalian,Nanjing,6,Nanjing,Dalian
multi_trip,7,Tokyo,Nanjing,10,Nanjing,Dalian
multi_trip,9,Shanghai,Nanjing,10,Nanjing,Dalian
multi_trip,10,Beijing,Nanjing,10,Nanjing,Dalian
multi_trip,10,London,Tokyo,10,Tokyo,Dalian
multi_trip,7,Shanghai,Singapore,9,Singapore,Dalian
multi_trip,9,Nanjing,Singapore,9,Singapore,Dalian
multi_trip,3,Beijing,London,6,London,Dalian
multi_trip,7,Paris,London,8,London,Dalian
multi_trip,8,Singapore,London,9,London,Dalian
multi_trip,10,Shanghai,London,10,London,Dalian
round_trip,2,Dalian,Paris,2,Paris,Dalian
multi_trip,9,Tokyo,Paris,10,Paris,Dalian
multi_trip,10,Tokyo,Paris,10,Paris,Dalian
multi_trip,7,Shanghai,Beijing,8,Beijing,Tokyo
multi_trip,10,Singapore,Beijing,10,Beijing,Tokyo
multi_trip,6,London,Shanghai,10,Shanghai,Tokyo
multi_trip,7,Paris,Shanghai,9,Shanghai,Tokyo
multi_trip,9,Nanjing,Shanghai,9,Shanghai,Tokyo
multi_trip,10,London,Shanghai,10,Shanghai,Tokyo
multi_trip,5,Singapore,Nanjing,5,Nanjing,Tokyo
multi_trip,8,Paris,Nanjing,8,Nanjing,Tokyo
multi_trip,9,Dalian,Nanjing,9,Nanjing,Tokyo
multi_trip,10,Dalian,Nanjing,10,Nanjing,Tokyo
round_trip,6,Tokyo,Dalian,6,Dalian,Tokyo
multi_trip,8,Beijing,Dalian,8,Dalian,Tokyo
multi_trip,9,Beijing,Dalian,9,Dalian,Tokyo
multi_trip,10,Shanghai,Dalian,10,Dalian,Tokyo
multi_trip,10,Nanjing,Singapore,10,Singapore,Tokyo
multi_trip,5,Dalian,London,6,London,Tokyo
multi_trip,8,Paris,London,8,London,Tokyo
multi_trip,9,Singapore,London,10,London,Tokyo
round_trip,10,Tokyo,London,10,London,Tokyo
multi_trip,7,Singapore,Paris,8,Paris,Tokyo
multi_trip,8,Nanjing,Paris,9,Paris,Tokyo
multi_trip,9,Shanghai,Paris,9,Paris,Tokyo
multi_trip,7,London,Beijing,9,Beijing,Singapore
multi_trip,9,Paris,Beijing,10,Beijing,Singapore
multi_trip,10,Tokyo,Beijing,10,Beijing,Singapore
multi_trip,6,Paris,Shanghai,6,Shanghai,Singapore
multi_trip,7,London,Shanghai,8,Shanghai,Singapore
multi_trip,8,Beijing,Shanghai,10,Shanghai,Singapore
multi_trip,10,Nanjing,Shanghai,10,Shanghai,Singapore
multi_trip,8,Tokyo,Nanjing,10,Nanjing,Singapore
round_trip,9,Singapore,Nanjing,10,Nanjing,Singapore
multi_trip,10,Shanghai,Nanjing,10,Nanjing,Singapore
round_trip,5,Singapore,Dalian,5,Dalian,Singapore
multi_trip,7,Nanjing,Dalian,7,Dalian,Singapore
multi_trip,9,Shanghai,Dalian,9,Dalian,Singapore
multi_trip,10,Beijing,Dalian,10,Dalian,Singapore
multi_trip,6,Nanjing,Tokyo,10,Tokyo,Singapore
multi_trip,10,Dalian,Tokyo,10,Tokyo,Singapore
multi_trip,8,Nanjing,London,8,London,Singapore
multi_trip,9,Dalian,London,10,London,Singapore
multi_trip,6,London,Paris,6,Paris,Singapore
round_trip,8,Singapore,Paris,8,Paris,Singapore
multi_trip,9,Beijing,Paris,10,Paris,Singapore
multi_trip,10,London,Paris,10,Paris,Singapore
multi_trip,7,Tokyo,Beijing,7,Beijing,London
multi_trip,9,Dalian,Beijing,10,Beijing,London
multi_trip,10,Paris,Beijing,10,Beijing,London
round_trip,5,London,Shanghai,8,Shanghai,London
multi_trip,8,Dalian,Shanghai,8,Shanghai,London
multi_trip,9,Paris,Shanghai,9,Shanghai,London
multi_trip,10,Beijing,Shanghai,10,Shanghai,London
multi_trip,7,Beijing,Nanjing,7,Nanjing,London
round_trip,8,London,Nanjing,10,Nanjing,London
round_trip,3,London,Dalian,3,Dalian,London
multi_trip,6,Singapore,Dalian,7,Dalian,London
multi_trip,10,Singapore,Dalian,10,Dalian,London
multi_trip,3,Shanghai,Tokyo,3,Tokyo,London
multi_trip,5,Singapore,Tokyo,5,Tokyo,London
multi_trip,7,Paris,Tokyo,7,Tokyo,London
multi_trip,8,Singapore,Tokyo,8,Tokyo,London
multi_trip,9,Shanghai,Tokyo,9,Tokyo,London
multi_trip,10,Nanjing,Tokyo,10,Tokyo,London
multi_trip,7,Dalian,Singapore,9,Singapore,London
multi_trip,8,Nanjing,Singapore,8,Singapore,London
multi_trip,9,Tokyo,Singapore,10,Singapore,London
multi_trip,10,Dalian,Singapore,10,Singapore,London
multi_trip,6,Beijing,Paris,10,Paris,London
multi_trip,10,Shanghai,Paris,10,Paris,London
multi_trip,8,London,Beijing,8,Beijing,Paris
multi_trip,9,Shanghai,Beijing,9,Beijing,Paris
multi_trip,10,Shanghai,Beijing,10,Beijing,Paris
multi_trip,8,Singapore,Shanghai,8,Shanghai,Paris
multi_trip,9,London,Shanghai,10,Shanghai,Paris
multi_trip,10,Tokyo,Shanghai,10,Shanghai,Paris
multi_trip,8,Beijing,Nanjing,10,Nanjing,Paris
multi_trip,9,Tokyo,Nanjing,9,Nanjing,Paris
multi_trip,10,Singapore,Nanjing,10,Nanjing,Paris
multi_trip,7,Shanghai,Dalian,7,Dalian,Paris
multi_trip,8,Tokyo,Dalian,8,Dalian,Paris
round_trip,9,Paris,Dalian,10,Dalian,Paris
multi_trip,7,Nanjing,Tokyo,9,Tokyo,Paris
multi_trip,9,Dalian,Tokyo,9,Tokyo,Paris
multi_trip,10,Beijing,Tokyo,10,Tokyo,Paris
round_trip,4,Paris,Singapore,6,Singapore,Paris
multi_trip,6,Dalian,Singapore,6,Singapore,Paris
multi_trip,10,London,Singapore,10,Singapore,Paris
multi_trip,6,Nanjing,London,10,London,Paris
multi_trip,7,Beijing,London,10,London,Paris
round_trip,9,Paris,London,10,London,Paris
round_trip,10,Paris,London,10,London,Paris
multi_trip,1,Tokyo,Nanjing,1,Nanjing,Beijing
multi_trip,2,Tokyo,Nanjing,2,Nanjing,Beijing
multi_trip,3,Paris,Nanjing,5,Nanjing,Beijing
multi_trip,1,Nanjing,Dalian,1,Dalian,Beijing
multi_trip,4,Tokyo,Dalian,5,Dalian,Beijing
multi_trip,4,London,Dalian,6,Dalian,Beijing
multi_trip,1,Dalian,Tokyo,1,Tokyo,Beijing
round_trip,1,Beijing,Tokyo,2,Tokyo,Beijing
multi_trip,2,Dalian,Tokyo,3,Tokyo,Beijing
multi_trip,1,Shanghai,Singapore,2,Singapore,Beijing
multi_trip,3,Nanjing,Singapore,3,Singapore,Beijing
multi_trip,1,Paris,Singapore,4,Singapore,Beijing
multi_trip,1,Singapore,London,1,London,Beijing
multi_trip,2,Nanjing,London,2,London,Beijing
round_trip,2,Beijing,London,3,London,Beijing
multi_trip,2,Shanghai,London,4,London,Beijing
multi_trip,1,Shanghai,Paris,1,Paris,Beijing
multi_trip,1,London,Paris,2,Paris,Beijing
multi_trip,3,Tokyo,Paris,3,Paris,Beijing
multi_trip,2,Dalian,Paris,4,Paris,Beijing
multi_trip,1,Singapore,Beijing,1,Beijing,Shanghai
multi_trip,1,London,Beijing,2,Beijing,Shanghai
multi_trip,2,Paris,Beijing,3,Beijing,Shanghai
multi_trip,4,Tokyo,Beijing,4,Beijing,Shanghai
multi_trip,1,Beijing,Nanjing,1,Nanjing,Shanghai
multi_trip,1,London,Dalian,1,Dalian,Shanghai
multi_trip,2,Nanjing,Dalian,2,Dalian,Shanghai
multi_trip,1,Paris,Tokyo,1,Tokyo,Shanghai
multi_trip,2,Singapore,Tokyo,2,Tokyo,Shanghai
multi_trip,1,Beijing,Tokyo,3,Tokyo,Shanghai
multi_trip,4,Nanjing,Tokyo,4,Tokyo,Shanghai
multi_trip,1,Dalian,Singapore,1,Singapore,Shanghai
multi_trip,2,Dalian,Singapore,2,Singapore,Shanghai
round_trip,3,Shanghai,Singapore,4,Singapore,Shanghai
round_trip,2,Shanghai,London,3,London,Shanghai
multi_trip,1,Tokyo,Paris,1,Paris,Shanghai
multi_trip,2,Beijing,Paris,2,Paris,Shanghai
multi_trip,2,London,Paris,3,Paris,Shanghai
multi_trip,1,Paris,Beijing,1,Beijing,Nanjing
multi_trip,2,Singapore,Beijing,2,Beijing,Nanjing
multi_trip,1,Nanjing,Beijing,3,Beijing,Nanjing
multi_trip,2,London,Beijing,4,Beijing,Nanjing
multi_trip,1,Paris,Beijing,5,Beijing,Nanjing
multi_trip,1,Dalian,Shanghai,1,Shanghai,Nanjing
multi_trip,2,Tokyo,Shanghai,2,Shanghai,Nanjing
multi_trip,3,Singapore,Shanghai,3,Shanghai,Nanjing
multi_trip,1,Beijing,Tokyo,1,Tokyo,Nanjing
multi_trip,2,Paris,Tokyo,4,Tokyo,Nanjing
multi_trip,1,Shanghai,Singapore,1,Singapore,Nanjing
round_trip,1,Nanjing,Singapore,2,Singapore,Nanjing
multi_trip,1,Dalian,Singapore,3,Singapore,Nanjing
multi_trip,1,Tokyo,London,1,London,Nanjing
multi_trip,1,Paris,London,2,London,Nanjing
multi_trip,2,Singapore,London,5,London,Nanjing
multi_trip,3,Paris,London,6,London,Nanjing
round_trip,1,Nanjing,Paris,1,Paris,Nanjing
multi_trip,2,Shanghai,Paris,2,Paris,Nanjing
multi_trip,3,Beijing,Paris,3,Paris,Nanjing
round_trip,4,Nanjing,Paris,4,Paris,Nanjing
multi_trip,1,London,Beijing,1,Beijing,Dalian
multi_trip,1,Tokyo,Shanghai,1,Shanghai,Dalian
multi_trip,1,Singapore,Shanghai,2,Shanghai,Dalian
multi_trip,2,London,Shanghai,4,Shanghai,Dalian
round_trip,1,Dalian,Nanjing,1,Nanjing,Dalian
multi_trip,1,Shanghai,Nanjing,2,Nanjing,Dalian
multi_trip,2,Singapore,Nanjing,3,Nanjing,Dalian
multi_trip,2,Tokyo,Nanjing,4,Nanjing,Dalian
multi_trip,3,Beijing,Tokyo,3,Tokyo,Dalian
multi_trip,1,Paris,Singapore,1,Singapore,Dalian
multi_trip,2,London,Singapore,2,Singapore,Dalian
multi_trip,2,Shanghai,Singapore,3,Singapore,Dalian
round_trip,1,Dalian,Singapore,4,Singapore,Dalian
multi_trip,1,Beijing,London,1,London,Dalian
multi_trip,2,Beijing,London,2,London,Dalian
multi_trip,1,Singapore,Paris,1,Paris,Dalian
multi_trip,3,Nanjing,Paris,3,Paris,Dalian
multi_trip,2,Nanjing,Beijing,2,Beijing,Tokyo
round_trip,3,Tokyo,Beijing,3,Beijing,Tokyo
multi_trip,1,Singapore,Shanghai,1,Shanghai,Tokyo
multi_trip,2,Paris,Shanghai,2,Shanghai,Tokyo
multi_trip,3,Dalian,Shanghai,3,Shanghai,Tokyo
multi_trip,4,Singapore,Shanghai,4,Shanghai,Tokyo
multi_trip,4,Dalian,Shanghai,5,Shanghai,Tokyo
multi_trip,1,London,Nanjing,1,Nanjing,Tokyo
multi_trip,1,Shanghai,Dalian,1,Dalian,Tokyo
multi_trip,1,London,Dalian,2,Dalian,Tokyo
multi_trip,3,Paris,Dalian,3,Dalian,Tokyo
round_trip,1,Tokyo,Dalian,4,Dalian,Tokyo
multi_trip,1,Nanjing,Singapore,1,Singapore,Tokyo
multi_trip,1,Paris,London,1,London,Tokyo
multi_trip,2,Beijing,London,2,London,Tokyo
multi_trip,1,Shanghai,London,3,London,Tokyo
multi_trip,3,Dalian,London,4,London,Tokyo
multi_trip,1,Beijing,Paris,1,Paris,Tokyo
round_trip,1,Tokyo,Paris,2,Paris,Tokyo
multi_trip,1,Shanghai,Beijing,1,Beijing,Singapore
multi_trip,1,Dalian,Beijing,2,Beijing,Singapore
multi_trip,1,London,Shanghai,1,Shanghai,Singapore
multi_trip,4,Tokyo,Shanghai,4,Shanghai,Singapore
multi_trip,5,Tokyo,Shanghai,5,Shanghai,Singapore
round_trip,2,Singapore,Nanjing,2,Nanjing,Singapore
multi_trip,1,London,Nanjing,3,Nanjing,Singapore
round_trip,3,Singapore,Nanjing,4,Nanjing,Singapore
multi_trip,1,Beijing,Dalian,1,Dalian,Singapore
multi_trip,1,Shanghai,Dalian,2,Dalian,Singapore
multi_trip,3,Tokyo,Dalian,3,Dalian,Singapore
round_trip,1,Singapore,Tokyo,1,Tokyo,Singapore
multi_trip,2,London,Tokyo,2,Tokyo,Singapore
multi_trip,1,Nanjing,London,1,London,Singapore
multi_trip,1,Dalian,London,2,London,Singapore
multi_trip,2,Nanjing,London,3,London,Singapore
multi_trip,1,Dalian,Paris,1,Paris,Singapore
multi_trip,3,Shanghai,Paris,3,Paris,Singapore
multi_trip,1,Beijing,Paris,4,Paris,Singapore
multi_trip,1,Nanjing,Beijing,1,Beijing,London
multi_trip,1,Shanghai,Beijing,3,Beijing,London
multi_trip,2,Dalian,Beijing,4,Beijing,London
multi_trip,1,Paris,Shanghai,1,Shanghai,London
multi_trip,2,Beijing,Shanghai,2,Shanghai,London
multi_trip,1,Nanjing,Shanghai,3,Shanghai,London
multi_trip,1,Singapore,Nanjing,1,Nanjing,London
round_trip,1,London,Nanjing,2,Nanjing,London
multi_trip,2,Paris,Nanjing,3,Nanjing,London
multi_trip,1,Tokyo,Dalian,1,Dalian,London
multi_trip,1,Tokyo,Dalian,2,Dalian,London
multi_trip,3,Beijing,Dalian,4,Dalian,London
multi_trip,1,Shanghai,Tokyo,1,Tokyo,London
multi_trip,2,Shanghai,Tokyo,2,Tokyo,London
round_trip,3,London,Tokyo,4,Tokyo,London
multi_trip,1,Dalian,Singapore,1,Singapore,London
multi_trip,1,Nanjing,Singapore,2,Singapore,London
multi_trip,4,Paris,Singapore,5,Singapore,London
multi_trip,1,Tokyo,Beijing,1,Beijing,Paris
multi_trip,2,Shanghai,Beijing,2,Beijing,Paris
multi_trip,1,Nanjing,Shanghai,1,Shanghai,Paris
multi_trip,2,Dalian,Shanghai,2,Shanghai,Paris
multi_trip,3,Tokyo,Shanghai,3,Shanghai,Paris
multi_trip,1,Shanghai,Nanjing,1,Nanjing,Paris
multi_trip,1,London,Nanjing,2,Nanjing,Paris
round_trip,3,Paris,Nanjing,3,Nanjing,Paris
multi_trip,4,Singapore,Nanjing,4,Nanjing,Paris
multi_trip,1,Singapore,Dalian,1,Dalian,Paris
multi_trip,1,Beijing,Dalian,2,Dalian,Paris
multi_trip,1,Beijing,Dalian,3,Dalian,Paris
multi_trip,3,London,Dalian,4,Dalian,Paris
multi_trip,1,London,Tokyo,1,Tokyo,Paris
multi_trip,1,Paris,Tokyo,2,Tokyo,Paris
multi_trip,5,Nanjing,Tokyo,5,Tokyo,Paris
round_trip,2,Paris,Tokyo,6,Tokyo,Paris
multi_trip,1,Beijing,Singapore,1,Singapore,Paris
multi_trip,3,Nanjing,Singapore,3,Singapore,Paris
multi_trip,1,Dalian,London,1,London,Paris
multi_trip,2,Tokyo,London,4,London,Paris
multi_trip,3,Dalian,London,5,London,Paris
multi_trip,1,London,Nanjing,7,Nanjing,Beijing
multi_trip,4,Singapore,Dalian,10,Dalian,Beijing
multi_trip,5,Singapore,London,10,London,Beijing
multi_trip,4,Paris,London,7,London,Shanghai
multi_trip,5,Beijing,Dalian,9,Dalian,Shanghai
multi_trip,3,Tokyo,Beijing,8,Beijing,Nanjing
round_trip,4,Nanjing,Dalian,8,Dalian,Nanjing
multi_trip,5,Shanghai,Tokyo,7,Tokyo,Nanjing
multi_trip,1,Beijing,Shanghai,8,Shanghai,Dalian
multi_trip,2,London,Nanjing,6,Nanjing,Dalian
multi_trip,6,Shanghai,Nanjing,9,Nanjing,Dalian
multi_trip,2,Dalian,Beijing,7,Beijing,Tokyo
multi_trip,5,Singapore,Beijing,8,Beijing,Tokyo
multi_trip,5,Paris,Singapore,10,Singapore,Tokyo
multi_trip,2,Shanghai,Tokyo,9,Tokyo,Singapore
round_trip,3,Singapore,Shanghai,9,Shanghai,Singapore
multi_trip,4,Tokyo,Paris,6,Paris,Singapore
multi_trip,3,Paris,Singapore,9,Singapore,London
multi_trip,4,Nanjing,Paris,10,Paris,London
multi_trip,1,London,Tokyo,9,Tokyo,Paris
multi_trip,1,Nanjing,Singapore,10,Singapore,Paris
multi_trip,2,Beijing,London,9,London,Paris
round_trip,3,Paris,London,10,London,Paris
multi_trip,4,Tokyo,Shanghai,10,Shanghai,Paris
round_trip,7,Tokyo,Nanjing,10,Nanjing,Tokyo
multi_trip,6,Paris,Dalian,7,Dalian,Nanjing
round_trip,6,Beijing,Shanghai,6,Shanghai,Beijing
multi_trip,7,Beijing,Tokyo,7,Tokyo,Shanghai
multi_trip,10,Beijing,London,10,London,Shanghai
multi_trip,4,Beijing,London,5,London,Nanjing
multi_trip,5,Beijing,Singapore,6,Singapore,Nanjing
multi_trip,5,Beijing,Singapore,5,Singapore,Dalian
multi_trip,6,Beijing,Singapore,9,Singapore,Dalian
multi_trip,6,Beijing,Singapore,10,Singapore,Tokyo
multi_trip,10,Beijing,Paris,10,Paris,Tokyo
multi_trip,8,Beijing,Tokyo,10,Tokyo,London
multi_trip,9,Beijing,Singapore,10,Singapore,Paris
one_way,1,Beijing,Shanghai,0,null,null
one_way,2,Beijing,Dalian,0,null,null
one_way,3,Beijing,Nanjing,0,null,null
one_way,4,Beijing,Tokyo,0,null,null
one_way,5,Beijing,Singapore,0,null,null
one_way,6,Beijing,London,0,null,null
one_way,7,Beijing,Shanghai,0,null,null
one_way,9,Beijing,Dalian,0,null,null
one_way,10,Beijing,Paris,0,null,null
multi_trip,6,Shanghai,Tokyo,8,Tokyo,Beijing
round_trip,8,Shanghai,Nanjing,8,Nanjing,Shanghai
round_trip,9,Shanghai,Beijing,10,Beijing,Shanghai
multi_trip,8,Shanghai,Singapore,9,Singapore,Dalian
multi_trip,8,Shanghai,Singapore,8,Singapore,Tokyo
multi_trip,5,Shanghai,Beijing,5,Beijing,London
multi_trip,7,Shanghai,Nanjing,8,Nanjing,London
multi_trip,6,Shanghai,Dalian,6,Dalian,Paris
one_way,1,Shanghai,Beijing,0,null,null
one_way,2,Shanghai,Paris,0,null,null
one_way,3,Shanghai,Tokyo,0,null,null
one_way,4,Shanghai,Singapore,0,null,null
one_way,6,Shanghai,Nanjing,0,null,null
one_way,7,Shanghai,Beijing,0,null,null
one_way,8,Shanghai,London,0,null,null
one_way,9,Shanghai,Beijing,0,null,null
one_way,10,Shanghai,Tokyo,0,null,null
multi_trip,6,Nanjing,Paris,6,Paris,Beijing
multi_trip,10,Nanjing,Tokyo,10,Tokyo,Beijing
multi_trip,7,Nanjing,London,10,London,Shanghai
multi_trip,8,Nanjing,Singapore,10,Singapore,Dalian
multi_trip,10,Nanjing,Singapore,10,Singapore,Dalian
multi_trip,3,Nanjing,Singapore,4,Singapore,Tokyo
multi_trip,5,Nanjing,Shanghai,9,Shanghai,Tokyo
multi_trip,9,Nanjing,Beijing,9,Beijing,Singapore
multi_trip,7,Nanjing,Paris,7,Paris,London
multi_trip,9,Nanjing,Tokyo,10,Tokyo,London
multi_trip,8,Nanjing,London,10,London,Paris
one_way,1,Nanjing,Dalian,0,null,null
one_way,2,Nanjing,Shanghai,0,null,null
one_way,3,Nanjing,Beijing,0,null,null
one_way,4,Nanjing,Paris,0,null,null
one_way,5,Nanjing,Tokyo,0,null,null
one_way,6,Nanjing,Beijing,0,null,null
one_way,8,Nanjing,Singapore,0,null,null
one_way,9,Nanjing,London,0,null,null
one_way,10,Nanjing,Shanghai,0,null,null
multi_trip,5,Dalian,Nanjing,8,Nanjing,Beijing
multi_trip,7,Dalian,Nanjing,8,Nanjing,Beijing
multi_trip,5,Dalian,Beijing,6,Beijing,Shanghai
multi_trip,9,Dalian,Singapore,9,Singapore,Shanghai
multi_trip,7,Dalian,Tokyo,9,Tokyo,Nanjing
multi_trip,8,Dalian,Tokyo,9,Tokyo,Nanjing
multi_trip,7,Dalian,Singapore,9,Singapore,Tokyo
multi_trip,7,Dalian,Nanjing,7,Nanjing,Singapore
multi_trip,6,Dalian,Tokyo,10,Tokyo,London
multi_trip,8,Dalian,Shanghai,9,Shanghai,Paris
multi_trip,10,Dalian,London,10,London,Paris
one_way,2,Dalian,Nanjing,0,null,null
one_way,3,Dalian,London,0,null,null
one_way,4,Dalian,Shanghai,0,null,null
one_way,5,Dalian,Beijing,0,null,null
one_way,6,Dalian,Paris,0,null,null
one_way,7,Dalian,Singapore,0,null,null
one_way,8,Dalian,Shanghai,0,null,null
one_way,9,Dalian,Nanjing,0,null,null
one_way,10,Dalian,Beijing,0,null,null
multi_trip,6,Tokyo,London,6,London,Beijing
multi_trip,9,Tokyo,London,10,London,Beijing
multi_trip,7,Tokyo,Shanghai,10,Shanghai,Nanjing
multi_trip,8,Tokyo,Paris,10,Paris,Nanjing
multi_trip,5,Tokyo,Singapore,6,Singapore,Dalian
multi_trip,8,Tokyo,Dalian,9,Dalian,London
multi_trip,6,Tokyo,Dalian,7,Dalian,Paris
one_way,1,Tokyo,Nanjing,0,null,null
one_way,2,Tokyo,London,0,null,null
one_way,3,Tokyo,Dalian,0,null,null
one_way,4,Tokyo,Beijing,0,null,null
one_way,5,Tokyo,Paris,0,null,null
one_way,7,Tokyo,Dalian,0,null,null
one_way,8,Tokyo,Dalian,0,null,null
one_way,9,Tokyo,Shanghai,0,null,null
one_way,10,Tokyo,Dalian,0,null,null
multi_trip,3,Singapore,Dalian,4,Dalian,Beijing
multi_trip,10,Singapore,Dalian,10,Dalian,Nanjing
multi_trip,4,Singapore,Paris,4,Paris,Dalian
multi_trip,7,Singapore,Nanjing,9,Nanjing,Dalian
multi_trip,9,Singapore,Paris,10,Paris,Dalian
multi_trip,8,Singapore,Paris,10,Paris,Tokyo
round_trip,6,Singapore,Beijing,6,Beijing,Singapore
round_trip,7,Singapore,Beijing,7,Beijing,Singapore
multi_trip,4,Singapore,Beijing,4,Beijing,London
multi_trip,7,Singapore,London,9,London,Paris
multi_trip,9,Singapore,Nanjing,10,Nanjing,Paris
one_way,1,Singapore,London,0,null,null
one_way,2,Singapore,Tokyo,0,null,null
one_way,3,Singapore,Paris,0,null,null
one_way,5,Singapore,Shanghai,0,null,null
one_way,6,Singapore,Dalian,0,null,null
one_way,7,Singapore,Beijing,0,null,null
one_way,8,Singapore,Nanjing,0,null,null
one_way,9,Singapore,Tokyo,0,null,null
one_way,10,Singapore,London,0,null,null
multi_trip,5,London,Nanjing,5,Nanjing,Beijing
multi_trip,4,London,Paris,4,Paris,Shanghai
multi_trip,3,London,Shanghai,3,Shanghai,Nanjing
multi_trip,7,London,Nanjing,8,Nanjing,Dalian
multi_trip,3,London,Dalian,5,Dalian,Tokyo
multi_trip,9,London,Dalian,9,Dalian,Tokyo
multi_trip,4,London,Dalian,4,Dalian,Singapore
multi_trip,5,London,Dalian,7,Dalian,Singapore
round_trip,10,London,Nanjing,10,Nanjing,London
multi_trip,7,London,Tokyo,7,Tokyo,Paris
one_way,1,London,Singapore,0,null,null
one_way,2,London,Singapore,0,null,null
one_way,4,London,Dalian,0,null,null
one_way,5,London,Nanjing,0,null,null
one_way,6,London,Tokyo,0,null,null
one_way,7,London,Paris,0,null,null
one_way,8,London,Beijing,0,null,null
one_way,9,London,Singapore,0,null,null
one_way,10,London,Singapore,0,null,null
multi_trip,8,Paris,Shanghai,9,Shanghai,Beijing
multi_trip,7,Paris,Beijing,7,Beijing,Nanjing
multi_trip,9,Paris,Singapore,9,Singapore,Nanjing
multi_trip,3,Paris,Shanghai,4,Shanghai,Dalian
multi_trip,10,Paris,Shanghai,10,Shanghai,Tokyo
multi_trip,5,Paris,Dalian,5,Dalian,Singapore
multi_trip,8,Paris,Tokyo,8,Tokyo,Singapore
multi_trip,10,Paris,Shanghai,10,Shanghai,Singapore
multi_trip,6,Paris,Singapore,9,Singapore,London
one_way,1,Paris,Tokyo,0,null,null
one_way,3,Paris,Singapore,0,null,null
one_way,4,Paris,London,0,null,null
one_way,5,Paris,London,0,null,null
one_way,6,Paris,Shanghai,0,null,null
one_way,7,Paris,Nanjing,0,null,null
one_way,8,Paris,Tokyo,0,null,null
round_trip,10,Shanghai,Tokyo,10,Tokyo,Shanghai
round_trip,6,Nanjing,Beijing,7,Beijing,Nanjing
multi_trip,5,Nanjing,Singapore,7,Singapore,Dalian
multi_trip,9,Dalian,Shanghai,10,Shanghai,Dalian
multi_trip,4,Dalian,Nanjing,4,Nanjing,Paris
